Engine RPM(rpm),Horsepower (At the wheels)(hp),Miles Per Gallon(Instant)(mpg),Litres Per 100 Kilometer(Instant)(l/100km)
979.75,-,17.67,15.99
961.25,-,20.15,14.02
946.5,-,18.27,15.46
958.5,-,17.94,15.74
973.0,4.6,16.46,17.16
942.5,4.6,21.61,13.07
929.5,4.6,22.12,12.77
919.75,-,18.17,15.54
929.25,4.94,17.44,16.2
936.25,4.94,17.15,16.48
952.75,4.94,16.52,17.1
961.0,4.19,14.95,18.9
983.0,4.95,14.92,18.94
991.75,4.95,16.58,17.04
982.0,3.75,17.42,16.22
930.0,3.75,21.59,13.08
812.75,3.75,23.79,11.87
785.5,-,23.4,12.07
777.0,-,16.32,17.31
830.0,7.37,13.75,20.55
1070.25,4.25,13.91,20.31
1063.75,4.25,12.74,22.16
1111.0,8.02,12.82,22.04
1166.75,8.68,13.39,21.09
1161.75,8.68,15.26,18.51
1097.75,8.68,11.75,24.04
1117.75,-,11.17,25.28
1138.5,4.15,12.8,22.07
1165.25,5.05,12.72,22.21
1173.75,4.36,12.98,21.75
1212.5,4.36,13.0,21.72
1247.0,4.36,13.12,21.53
1258.0,10.21,13.38,21.11
1255.75,10.21,13.95,20.24
1265.25,10.21,16.36,17.27
1259.5,-,16.9,16.71
1232.5,-,17.76,15.9
1200.5,-,11.43,24.71
1232.75,-,13.86,20.38
1243.5,5.66,14.55,19.42
1267.0,5.14,14.03,20.14
1303.5,4.94,13.23,21.34
1320.5,5.7,13.62,20.74
1342.0,5.51,14.32,19.73
1361.75,5.51,15.7,17.99
1338.5,5.51,16.25,17.38
1370.0,5.62,15.19,18.6
1375.75,5.62,15.63,18.07
1388.5,5.62,15.88,17.79
1397.5,-,16.97,16.65
1387.0,5.76,16.05,17.6
1391.75,5.76,15.68,18.01
1408.75,6.12,13.85,20.4
1422.0,6.12,15.29,18.47
1424.25,5.54,16.38,17.25
1433.0,5.54,16.8,16.81
1427.0,5.54,17.02,16.59
1430.5,-,17.91,15.77
1407.25,-,17.98,15.71
1368.75,-,18.07,15.63
1358.0,-,16.89,16.72
1367.0,-,16.57,17.05
1351.5,-,17.9,15.78
1309.25,-,16.91,16.7
1330.75,4.9,16.23,17.41
1352.0,4.9,14.53,19.44
1380.5,6,14.85,19.03
1391.0,6,14.8,19.09
1404.5,5.13,16.03,17.62
1411.75,5.13,16.38,17.25
1420.75,6.22,16.32,17.3
1435.0,6.22,16.51,17.11
1432.0,6.22,16.87,16.74
1433.25,-,17.0,16.62
1444.25,-,16.78,16.83
1446.25,-,16.1,17.54
1458.5,5.65,15.93,17.74
1463.25,5.65,15.9,17.77
1472.25,5.65,15.9,17.77
1475.0,-,15.98,17.67
1479.5,5.46,16.6,17.01
1483.25,5.46,16.6,17.01
1499.5,5.46,16.54,17.08
1521.25,-,16.21,17.43
1502.0,-,16.42,17.2
1475.5,-,17.27,16.36
1442.25,-,17.59,16.06
1435.25,-,11.23,25.15
1440.25,-,12.56,22.5
1446.25,-,11.61,24.32
1422.0,-,12.48,22.64
1434.0,5.55,14.5,19.49
1390.25,5.55,17.98,15.71
1398.25,5.55,17.87,15.81
1391.5,-,17.09,16.53
1421.0,-,11.78,23.98
1422.75,6.23,14.3,19.75
1421.5,6.23,16.68,16.94
1397.5,6.23,17.95,15.74
1361.5,-,14.65,19.29
1390.25,5.13,11.84,23.85
1404.5,5.13,12.78,22.09
1400.75,5.13,15.38,18.37
1405.25,5.13,13.66,20.68
1372.5,5.73,16.12,17.53
1282.5,5.73,19.33,14.61
1286.25,5.73,16.68,16.94
1276.0,-,16.73,16.88
1257.5,-,17.46,16.18
1273.5,-,12.63,22.36
1298.75,5.25,14.78,19.11
1292.5,5.25,16.01,17.65
1330.0,5.05,13.49,20.94
1340.0,5.05,14.05,20.11
1322.5,5.05,16.89,16.73
1340.75,4.93,13.45,21
1365.25,5.02,13.24,21.33
1417.25,12.47,9.09,31.08
1517.75,17.7,7.72,36.57
1544.25,17.7,9.71,29.1
1098.25,17.7,20.66,13.68
944.5,17.7,25.58,11.04
1529.5,-,12.43,22.73
1531.5,-,13.58,20.8
1569.5,4.85,11.8,23.93
1669.5,11.39,7.04,40.12
1352.25,4.93,10.23,27.62
1346.25,4.93,10.77,26.24
1347.25,4.93,15.69,18.01
1347.5,-,11.61,24.32
1388.25,8.68,13.25,21.32
1407.0,5.75,14.1,20.03
1442.0,5.56,14.51,19.46
1474.25,5.99,14.41,19.61
1486.25,5.99,17.43,16.2
1449.5,5.99,16.8,16.82
1405.0,5.99,18.31,15.43
1345.75,-,15.34,18.42
1351.75,-,15.67,18.03
1338.0,-,16.03,17.62
1307.75,-,16.68,16.94
1268.75,-,16.94,16.68
1250.0,-,11.5,24.57
1223.0,-,15.56,18.15
1216.25,-,16.17,17.47
1080.25,-,17.21,16.41
1153.5,-,17.0,16.62
1176.5,-,11.38,24.82
1146.75,4.87,14.46,19.53
1166.0,4.87,13.08,21.6
1143.75,4.87,11.47,24.62
1162.5,9.7,11.56,24.43
1178.25,9.7,11.58,24.39
1191.0,9.7,11.74,24.06
1208.25,4.71,15.51,18.21
1173.5,4.71,16.84,16.77
1180.5,4.71,14.8,19.08
1189.75,-,15.1,18.7
1208.25,-,15.04,18.78
1224.75,5,14.49,19.5
1267.0,4.88,13.15,21.47
1296.0,5.24,14.0,20.17
1345.25,10.97,14.49,19.49
1363.25,5.63,16.32,17.31
1371.75,5.63,17.24,16.39
1371.75,5.63,17.48,16.16
1370.0,5.63,17.29,16.34
1382.75,-,17.03,16.59
1396.5,-,17.58,16.06
1383.0,-,17.48,16.16
1341.5,-,17.25,16.37
1346.25,-,16.79,16.82
1341.0,-,15.55,18.17
1344.75,-,17.19,16.43
1340.25,-,17.64,16.01
1332.25,-,17.44,16.2
1335.5,-,16.21,17.42
1363.5,4.91,13.07,21.62
1369.75,5.3,14.83,19.05
1381.25,5.3,16.59,17.02
1385.0,5.13,14.25,19.82
1358.0,5.13,15.51,18.22
1322.25,5.13,11.47,24.63
1319.5,5.13,11.41,24.75
1276.5,-,16.14,17.5
1250.0,-,11.65,24.25
1241.25,-,11.16,25.32
1224.5,-,15.04,18.78
1229.0,-,15.78,17.9
1210.75,-,17.3,16.33
1176.75,-,17.7,15.96
1179.5,-,15.75,17.94
1196.5,4.67,15.46,18.27
1221.0,4.4,14.38,19.64
1238.75,4.4,14.6,19.35
1260.5,5.16,15.3,18.46
1262.0,5.16,15.88,17.79
1266.25,5.16,16.5,17.12
1254.5,-,16.57,17.04
1226.25,-,17.25,16.37
1237.0,-,17.92,15.76
1231.0,-,17.55,16.1
1219.5,-,16.49,17.13
1231.5,-,15.71,17.98
1254.0,-,12.88,21.93
1264.5,4.85,13.63,20.72
1293.5,10.72,13.74,20.55
1324.75,10.72,14.45,19.55
1345.75,10.72,15.69,18.01
1349.25,5.48,16.19,17.44
1370.0,5.48,16.62,16.99
1386.5,5.31,16.4,17.23
1389.75,5.31,16.13,17.51
1403.0,5.74,16.35,17.28
1411.0,5.74,16.26,17.38
1419.25,5.74,16.12,17.53
1426.5,5.87,16.31,17.32
1431.25,5.87,16.45,17.18
1452.75,5.67,15.38,18.37
1465.25,5.67,15.9,17.77
1477.75,5.67,15.46,18.27
1516.5,5.77,14.28,19.79
1542.75,5.59,14.5,19.48
1556.0,6.77,15.48,18.24
1557.0,6.77,16.42,17.2
1571.0,6.77,17.24,16.39
1571.75,6.77,16.14,17.5
1563.5,-,16.49,17.13
1569.25,6.93,17.15,16.47
1574.75,6.93,16.67,16.95
1548.0,6.93,17.57,16.07
1526.0,-,11.48,24.6
1450.25,-,10.56,26.74
1402.75,-,10.72,26.36
1381.0,-,10.54,26.8
1369.75,-,10.53,26.84
1381.75,5.02,12.06,23.42
1391.25,5.42,13.15,21.49
1407.25,5.42,15.23,18.54
1423.5,5.56,15.21,18.57
1429.75,5.56,15.24,18.54
1416.25,5.56,15.49,18.24
1435.0,5.56,17.67,15.99
1416.0,-,18.23,15.5
1391.25,-,18.33,15.41
1389.75,6.09,17.53,16.11
1384.0,6.09,17.1,16.52
1379.25,6.09,16.87,16.75
1390.0,6.09,15.23,18.55
1400.25,6.23,16.4,17.22
1366.0,6.23,16.84,16.77
1355.25,6.23,18.04,15.66
1307.75,-,18.72,15.09
1300.5,-,16.57,17.05
1283.75,-,17.29,16.34
1289.0,-,13.35,21.15
1323.25,5.34,14.36,19.68
1323.5,5.34,16.05,17.6
1343.0,5.34,17.61,16.04
1291.0,-,17.21,16.41
1255.0,-,18.11,15.6
1198.75,-,16.44,17.19
1212.75,-,16.33,17.3
1168.5,-,17.05,16.57
1179.5,4.41,12.83,22.02
1206.5,4.41,13.33,21.2
1238.25,5.01,13.77,20.52
1268.25,5.11,14.17,19.94
1288.75,4.71,13.84,20.41
1313.5,5.37,14.53,19.44
1354.25,5.48,14.81,19.07
1345.0,5.48,16.03,17.62
1332.0,5.48,16.0,17.65
1325.5,-,17.02,16.6
1315.5,-,16.8,16.81
1306.75,-,15.99,17.66
1317.5,-,16.73,16.89
1312.25,-,17.19,16.44
1305.5,-,17.27,16.36
1312.5,-,16.78,16.84
1305.25,-,17.33,16.3
1324.75,-,16.27,17.36
1334.5,-,15.64,18.06
1334.25,-,14.98,18.85
1362.25,5.42,14.44,19.57
1357.75,5.34,16.37,17.26
1344.75,5.34,17.31,16.32
1344.0,5.34,18.24,15.49
1320.0,-,18.03,15.66
1303.0,-,18.37,15.37
1266.0,-,18.33,15.41
1232.0,-,18.48,15.29
1217.75,-,18.06,15.64
1214.75,-,15.39,18.36
1218.25,-,16.01,17.64
1198.0,-,17.38,16.25
1190.5,-,15.84,17.83
1169.0,-,16.66,16.95
1167.75,-,17.64,16.01
1105.5,-,18.12,15.59
1087.5,-,18.14,15.57
1045.0,-,17.71,15.95
891.0,-,20.12,14.04
884.25,-,20.37,13.87
1191.0,-,15.61,18.1
1152.25,-,15.53,18.19
1052.0,-,14.77,19.13
975.0,-,14.58,19.37
926.75,-,14.31,19.74
906.5,-,14.73,19.18
868.0,-,10.58,26.71
880.0,-,8.94,31.6
942.75,5.33,10.26,27.54
994.25,5.33,9.99,28.27
1012.0,6.71,10.26,27.53
1074.0,6.51,10.38,27.2
1134.0,7.3,10.32,27.36
1157.25,7.3,11.94,23.65
1133.25,7.3,14.61,19.33
1096.25,7.3,12.01,23.52
1100.75,-,11.35,20.67
1118.25,3.35,12.47,22.65
1134.5,3.35,13.23,21.36
1124.25,3.35,13.77,20.51
871.5,3.35,16.93,16.68
875.0,-,14.29,19.77
869.25,-,11.48,24.61
871.75,-,8.31,33.99
869.75,-,6.39,44.18
870.75,-,5.64,50.11
870.0,-,5.04,56.1
866.5,-,3.21,87.93
822.5,-,2.67,105.89
763.25,-,0.72,391.41
675.5,0.12,0.6,473.64
757.25,0.22,1.26,223.85
1175.75,1,1.3,217.69
1115.5,2.61,2.45,115.49
983.75,2.61,3.66,77.28
1048.25,3.54,3.81,74.12
1056.0,6.26,5.84,48.37
1018.75,6.26,4.9,57.63
878.0,8.12,5.55,50.91
1043.25,8.12,5.86,48.2
1166.25,8.59,6.59,42.85
883.5,8.59,10.8,26.15
815.5,8.59,11.69,24.16
1051.0,2.23,6.66,42.43
847.25,2.23,8.14,34.72
887.0,8.15,8.51,33.21
1152.75,2.99,7.7,36.68
1299.75,2.99,5.72,49.38
1385.75,9.53,5.17,54.68
1486.75,3.31,5.44,51.93
1029.0,3.31,8.58,32.91
1079.5,3.31,8.16,34.63
1149.5,3.63,7.7,36.7
1233.5,11.99,7.52,37.54
1284.5,11.13,7.11,39.72
1381.5,9.28,7.1,39.81
1442.25,9.28,6.39,44.21
1579.0,20.43,6.04,46.76
1269.75,9.59,10.47,26.98
1332.25,9.59,10.24,27.59
1342.75,5.48,11.8,23.93
1247.25,5.48,17.83,15.85
1241.25,5.48,18.48,15.29
1214.75,-,18.29,15.44
1214.25,-,18.19,15.53
1233.5,-,14.9,18.96
1284.25,10.53,14.47,19.52
1324.5,5.36,16.52,17.1
1334.75,5.36,16.19,17.45
1335.75,4.9,17.76,15.91
1294.5,4.9,18.25,15.48
1250.25,4.9,18.39,15.36
1232.25,-,16.58,17.04
1241.25,-,10.57,26.72
1185.0,4.83,17.03,16.58
874.0,4.83,20.57,13.73
862.0,4.83,19.08,14.8
874.5,-,17.58,16.07
867.5,-,14.56,19.4
868.5,-,10.81,26.12
873.0,-,8.68,32.53
868.75,-,7.03,40.17
870.25,-,5.05,55.96
862.0,-,4.4,64.27
781.25,-,2.04,138.15
1031.0,0.5,1.23,229.51
959.75,1,1.66,169.7
929.0,1.5,2.56,110.3
826.5,1.5,4.45,63.43
811.25,0.82,4.8,58.89
800.5,0.82,4.85,58.21
867.5,0.82,4.44,63.59
843.25,2.14,4.92,57.38
1107.75,4.48,4.06,69.55
1203.0,4.48,4.31,65.57
1183.75,8.01,5.28,53.52
1015.25,1.9,5.69,49.64
1121.75,13.73,5.84,48.35
1338.0,16.89,5.45,51.79
1184.0,3.29,9.19,30.75
996.0,3.29,11.94,23.65
1073.0,3.29,9.16,30.83
1036.75,3.6,12.48,22.63
1049.25,3.6,9.32,30.32
1084.5,7.25,8.64,32.71
1184.5,10.7,8.13,34.73
1225.75,10.7,8.8,32.12
1268.25,7.61,9.88,28.58
1288.0,4.36,11.83,23.88
1316.25,4.36,11.19,25.25
1396.0,12.09,9.23,30.62
1404.5,12.09,10.1,27.98
1417.25,12.09,8.38,33.72
1492.25,12.73,6.32,44.71
1589.25,11.07,6.61,42.72
1314.0,11.07,9.93,28.44
1370.75,4.58,9.9,28.52
1379.75,12.73,11.49,24.59
1411.75,5.42,14.15,19.96
1431.5,5.42,14.41,19.61
1446.5,6.63,14.41,19.6
1478.25,5.35,10.23,27.62
1554.25,18.08,7.39,38.25
1570.0,18.08,9.96,28.37
1321.0,6.92,17.79,15.88
1308.5,6.92,11.68,24.19
1322.5,6.12,13.22,21.37
1328.5,7.04,14.42,19.59
1329.75,7.04,16.2,17.43
1326.5,7.04,15.48,18.25
1327.5,-,15.93,17.73
1329.75,-,16.06,17.58
1334.5,-,16.19,17.45
1337.5,-,16.31,17.32
1361.0,7.62,16.12,17.53
1372.0,6.48,16.56,17.06
1391.5,6.6,16.82,16.8
1384.75,6.6,16.7,16.92
1396.25,6.6,16.78,16.84
1385.0,6.99,17.29,16.33
1323.75,6.99,21.49,13.14
1288.25,6.99,15.35,18.4
1256.75,-,16.01,17.64
1203.5,-,13.68,20.65
1101.75,-,20.58,13.72
1196.75,-,14.48,19.51
1211.25,34.6,14.77,19.13
1214.5,34.6,13.44,21.02
1243.0,34.6,15.08,18.74
1227.75,-,17.62,16.04
1244.25,-,15.5,18.22
1256.5,-,12.72,22.21
1260.5,6.24,13.41,21.06
1248.0,6.24,15.75,17.93
1254.0,6.24,16.9,16.72
1252.75,-,17.15,16.47
1255.25,-,16.02,17.63
1283.75,-,15.2,18.59
1284.5,5.69,15.52,18.2
1322.0,13.27,12.0,23.54
1370.25,6.37,10.83,26.08
1383.0,6.37,10.48,26.96
1429.75,12.47,9.48,29.81
1453.0,14.57,9.93,28.45
1481.0,13.36,9.25,30.54
1507.5,13.36,11.14,25.35
1526.75,13.36,15.23,18.55
1512.5,8.11,17.53,16.12
1529.25,8.11,15.8,17.88
1541.5,8.11,15.57,18.14
1540.25,-,16.28,17.35
1553.25,7.32,16.46,17.16
1555.0,7.32,16.58,17.04
1567.75,7.32,16.58,17.04
1559.5,7.32,19.08,14.81
1504.5,-,20.18,14
1397.75,-,13.43,21.03
1227.75,-,15.03,18.79
1010.25,-,20.54,13.75
938.5,-,20.35,13.88
867.25,-,16.65,16.96
910.5,8.99,14.27,19.8
989.25,13.84,13.76,20.52
1003.25,13.84,13.7,20.62
1037.5,14.83,14.99,18.84
1072.5,14.83,14.84,19.03
1079.75,4.79,14.97,18.86
1093.0,5.2,15.74,17.95
1108.0,5.2,15.94,17.72
1128.5,5.2,15.22,18.56
1135.5,5.02,15.97,17.69
1141.0,5.02,15.59,18.12
1158.0,6.08,15.96,17.7
1172.25,5.54,15.82,17.85
1186.75,5.54,16.06,17.59
1173.5,5.54,16.49,17.13
1153.0,5.54,19.34,14.6
1116.25,-,14.85,19.02
1127.25,-,12.71,22.22
1144.25,5.03,13.03,21.67
1181.5,6.11,13.39,21.1
1206.5,10.75,13.84,20.41
1205.25,10.75,13.89,20.34
1235.0,6.51,14.8,19.09
1259.75,6.51,13.16,21.47
1281.0,5.91,12.23,23.09
1292.5,5.7,13.64,20.71
1315.5,6.89,14.94,18.91
1356.5,6.61,13.4,21.07
1341.25,6.73,13.95,20.26
1386.0,7.28,11.71,24.13
1357.25,7.28,15.66,18.04
1369.5,7.28,12.97,21.78
1373.5,-,11.44,24.7
1408.25,7.3,13.38,21.12
1396.25,6.61,14.31,19.74
1422.0,6.39,14.95,18.9
1449.75,6.39,12.82,22.03
1459.0,7.24,13.28,21.27
1481.25,6.95,15.03,18.79
1510.25,7.1,11.65,24.25
1512.5,8.06,13.18,21.43
1521.25,8.06,14.29,19.77
1503.5,8.06,15.82,17.85
1506.5,6.79,19.75,14.3
1495.25,6.79,19.38,14.58
1512.75,6.79,18.98,14.88
1517.75,7.2,17.5,16.14
1531.25,7.2,17.17,16.45
1539.5,7.2,11.54,24.49
1553.0,7.3,14.58,19.38
1450.5,7.3,19.85,14.23
1424.5,7.3,13.4,21.08
1440.75,-,12.01,23.52
1477.75,13.87,10.34,27.31
1527.0,13.87,9.1,31.04
1543.0,16.2,9.08,31.09
1492.0,7.32,14.63,19.3
1287.25,7.32,20.64,13.68
1117.25,7.32,23.61,11.96
1412.25,4.49,8.32,33.95
1470.25,4.49,7.04,40.15
1624.75,19.85,5.94,47.58
1514.75,10.98,10.26,27.53
1468.5,17.77,8.52,33.17
1537.25,17.77,7.2,39.26
1624.5,25.98,7.01,40.28
1224.0,13.46,15.77,17.91
1351.25,13.46,12.49,22.62
1398.5,12.51,9.73,29.02
1433.25,6.86,11.15,25.33
1451.0,6.86,12.94,21.83
1456.75,5.93,9.97,28.33
1498.5,14.17,9.16,30.85
1552.75,14.58,8.66,32.61
1598.5,14.58,9.76,28.93
1210.5,7.87,18.55,15.23
1566.0,7.87,11.74,24.06
1562.75,7,11.61,24.32
1595.75,7.99,13.01,21.71
1617.0,8.12,10.02,28.19
1614.5,8.12,11.99,23.56
1639.25,8.12,13.21,21.38
1652.0,7.79,16.41,17.22
1656.5,7.79,17.29,16.34
1656.25,7.79,17.22,16.4
1647.75,-,17.03,16.59
1653.25,-,16.81,16.8
1661.0,-,16.71,16.91
1673.75,7.58,17.18,16.45
1677.5,7.58,17.67,15.99
1669.75,7.58,19.25,14.67
1670.5,-,13.05,21.64
1679.5,-,15.55,18.17
1701.75,-,12.49,22.62
1718.75,8.98,11.36,24.87
1721.25,8.98,15.23,18.54
1712.5,8.61,17.76,15.91
1700.0,8.61,19.65,14.38
1694.0,8.61,20.29,13.92
1679.5,8.61,20.92,13.5
1600.5,-,14.25,19.83
1590.75,-,13.23,21.36
1322.75,-,19.68,14.35
1173.75,-,19.92,14.18
1011.5,-,15.83,17.85
1010.25,-,20.37,13.87
1042.5,-,12.46,22.67
1093.25,21.98,12.55,22.51
1163.25,10.87,12.29,22.99
1198.75,10.87,11.75,24.03
1264.25,16.41,10.5,26.9
1319.0,12.71,9.78,28.89
1345.5,13.27,9.4,30.04
1384.5,12.96,11.5,24.57
1397.25,6.57,10.01,28.21
1427.0,6.57,9.65,29.27
1459.0,7.14,9.64,29.29
1474.25,13.91,12.11,23.32
1492.0,6.71,10.79,26.19
1508.75,6.71,13.64,20.71
1531.0,6.71,15.38,18.36
1527.0,7.21,11.41,24.75
1540.25,7.21,14.41,19.6
1550.75,7.21,12.39,22.8
1574.5,7.34,11.86,23.81
1576.75,8.26,12.86,21.97
1611.75,8.6,10.95,25.8
1636.0,16.46,11.68,24.19
1645.25,16.46,12.32,22.92
1630.0,16.46,15.46,18.27
1601.0,16.46,19.72,14.33
1610.5,-,18.9,14.95
1612.25,8.15,17.65,16.01
1634.25,8.15,16.91,16.7
1665.75,7.38,10.82,26.11
1660.5,7.38,9.37,30.16
1695.5,7.89,12.92,21.87
1700.0,8.51,12.53,22.55
1690.5,8.51,14.19,19.9
1696.0,8.51,15.31,18.46
1709.5,-,16.65,16.96
1717.25,-,18.9,14.95
1708.75,-,19.2,14.71
1712.5,-,17.11,16.5
1713.0,-,16.03,17.62
1720.0,7.59,15.17,18.62
1731.0,7.59,16.69,16.93
1735.0,7.59,17.2,16.42
1729.5,7.59,17.67,15.99
1733.75,-,17.42,16.22
1727.5,-,17.37,16.27
1737.0,-,17.37,16.27
1738.0,-,18.1,15.6
1726.0,-,18.06,15.64
1721.25,-,18.37,15.38
1681.0,-,21.8,12.96
1565.25,-,13.34,21.17
1397.25,-,13.38,21.11
1180.25,-,17.98,15.71
1152.25,-,12.8,22.07
1173.0,5.54,12.32,22.94
1267.75,5.54,11.72,24.1
1262.75,11.53,12.42,22.75
1357.25,24.95,10.43,27.09
1426.0,22.29,9.4,30.06
1452.25,12.97,9.29,30.41
1459.5,6.94,11.39,24.8
1469.75,6.94,12.05,23.45
1460.0,6.94,14.03,20.13
1471.5,6.94,11.64,24.26
1494.25,7.39,9.83,28.74
1504.25,7.95,9.95,28.4
1539.0,7.6,9.81,28.79
1540.75,7.73,11.71,24.13
1474.0,7.73,16.38,17.24
1350.0,7.73,17.72,15.94
1121.75,-,18.94,14.91
855.75,-,20.42,13.84
862.75,-,20.44,13.82
1148.5,8.97,10.28,27.47
1190.5,8.97,8.81,32.06
1279.5,13.07,8.6,32.86
1384.0,11.37,7.75,36.44
1443.75,22.16,7.91,35.69
1478.25,11.55,7.55,37.39
1460.75,11.55,9.74,28.99
1438.75,11.55,10.66,26.51
1460.5,11.55,10.76,26.24
1455.0,5.71,10.35,27.29
1443.0,5.71,11.69,24.17
1391.5,5.71,14.9,18.96
1210.5,-,18.05,15.65
1221.5,-,10.23,27.6
1290.0,10.25,8.84,31.95
1368.0,10.17,7.96,35.48
1411.0,16.25,7.6,37.19
1478.5,18.36,7.8,36.23
1581.75,18.36,7.15,39.51
1610.0,17.37,7.29,38.74
1673.0,19.4,7.39,38.23
1316.75,19.4,16.43,17.19
1369.75,5.83,15.22,18.56
1357.5,5.83,13.76,20.53
1371.5,5.83,11.19,25.25
1395.0,7.27,12.04,23.46
1384.25,6.61,14.64,19.29
1360.25,6.61,20.44,13.82
1303.5,6.61,13.32,21.2
1217.25,-,13.85,20.39
1094.25,-,14.17,19.93
858.5,-,18.6,15.19
925.75,-,19.11,14.78
1253.75,3.66,8.68,32.55
1406.5,3.66,6.55,43.1
1177.25,17.44,9.84,28.7
1168.25,17.44,9.85,28.67
1245.75,8.58,8.78,32.18
1274.5,15,8.68,32.56
1341.5,15,11.45,24.67
1351.0,11.01,9.74,29.01
1370.0,11.01,10.75,26.29
1396.0,5.03,11.98,23.58
1416.5,12.49,12.68,22.28
1437.25,12.49,12.78,22.11
1468.75,5.66,13.13,21.51
1514.25,12.51,13.16,21.47
1488.25,12.51,12.81,22.06
1511.25,12.51,12.46,22.67
1573.5,11.99,12.86,21.96
1542.75,11.99,12.76,22.14
1594.0,5.8,9.37,30.14
1623.5,5.8,9.51,29.71
1283.0,5.8,16.06,17.59
1255.0,-,11.81,23.91
1255.25,-,11.7,24.14
1245.0,-,12.86,21.97
1223.5,-,13.09,21.58
1248.25,-,11.06,25.55
1255.5,5.9,11.96,23.62
1292.0,6.02,14.45,19.55
1312.5,21.37,15.36,18.39
1387.75,6.15,15.34,18.42
1449.75,20.51,15.6,18.11
1509.25,15.92,11.57,24.41
1539.5,15.92,9.46,29.86
1582.75,22.3,8.58,32.94
1598.5,22.3,11.54,24.49
1586.25,8.5,11.29,25.01
1609.5,8.5,14.36,19.68
1610.5,8.5,18.05,15.65
1580.75,-,20.12,14.04
1552.75,-,17.65,16
1545.75,-,18.3,15.43
1523.0,-,19.7,14.34
1538.5,-,13.96,20.23
1506.0,7.06,12.0,23.54
1522.0,7.06,9.95,28.4
1556.25,13.13,8.93,31.62
1570.25,8.4,8.68,32.56
1541.0,8.4,10.55,26.78
1430.75,8.4,13.6,20.77
1394.25,-,12.81,22.05
1383.75,-,12.96,21.8
1391.75,-,13.07,21.62
1440.25,20.51,10.73,26.33
1493.5,15.9,12.64,22.36
1550.0,13.86,9.11,31
1546.25,13.86,9.97,28.35
1495.75,13.86,13.16,21.47
1505.5,-,12.5,22.59
1495.25,-,16.13,17.51
1464.75,-,14.57,19.39
1421.75,-,12.93,21.85
1394.0,-,12.95,21.82
1323.0,-,14.6,19.35
1218.75,-,14.17,19.94
1192.0,-,13.55,20.85
1056.0,-,13.4,21.08
1394.5,-,10.21,27.66
1372.0,-,11.19,25.25
1374.0,-,9.21,30.66
1298.5,-,14.59,19.36
1248.75,-,11.29,25.02
1217.5,-,10.43,27.09
1369.5,-,8.89,31.79
1415.0,26.48,9.06,31.16
1475.25,15.35,11.63,24.29
1458.25,15.35,15.33,18.43
1458.25,15.35,10.22,27.65
1447.5,15.35,12.69,22.26
1393.0,-,15.48,18.24
1349.5,-,11.06,25.54
1385.0,5.31,11.64,24.26
1410.0,5.43,11.66,24.23
1451.25,12.71,9.79,28.84
1466.75,12.71,11.05,25.57
1479.25,12.71,15.71,17.98
1411.5,-,16.68,16.94
1390.0,-,15.46,18.27
1438.0,5.54,11.3,25
1445.25,5.66,10.05,28.11
1472.0,5.66,11.17,25.29
1439.0,6.11,15.46,18.27
1346.0,6.11,10.8,26.16
1319.5,6.11,10.55,26.79
1348.5,11.97,8.56,32.98
1405.0,5.14,12.55,22.5
1434.0,5.14,9.23,30.61
1520.25,16.41,9.13,30.95
1459.75,16.41,15.14,18.65
1360.5,16.41,10.94,25.82
1344.75,-,10.66,26.5
1333.75,-,9.03,31.27
1413.0,16.87,7.98,35.38
1416.75,11.09,9.26,30.49
1387.25,11.09,11.0,25.68
1386.25,5.75,10.27,27.51
1473.75,10.72,7.87,35.91
1480.25,10.72,10.13,27.88
1459.0,10.72,15.86,17.82
1489.75,10.72,9.77,28.9
1449.0,-,14.13,19.99
1481.5,-,11.63,24.29
1497.25,6.12,11.8,23.93
1508.0,6.24,13.46,20.98
1351.25,6.24,11.76,24.03
1348.5,6.24,11.48,24.6
1377.5,6.24,12.15,23.26
1406.75,10.3,12.02,23.51
1439.25,5.55,12.67,22.3
1455.25,6.78,13.33,21.19
1482.75,6.1,14.66,19.27
1511.75,6.24,14.5,19.48
1526.25,6.24,16.23,17.4
1508.75,6.24,16.38,17.24
1504.25,6.24,17.4,16.23
1489.5,-,16.93,16.68
1482.25,-,17.29,16.33
1452.25,-,16.77,16.84
1448.75,-,17.41,16.23
1427.75,-,16.76,16.86
1426.25,-,16.28,17.35
1432.0,-,15.85,17.82
1438.5,5.49,15.84,17.83
1439.5,5.49,15.56,18.15
1462.25,5.49,16.61,17.01
1435.5,-,17.46,16.18
1408.5,-,17.72,15.94
1411.0,-,17.59,16.06
1394.25,-,17.13,16.49
1401.75,5.47,16.05,17.6
1414.75,5.47,15.18,18.61
1417.5,5.47,15.87,17.8
1416.5,5.47,15.68,18.02
1417.5,5.87,16.26,17.37
1436.0,5.87,16.3,17.33
1439.75,6.66,16.68,16.94
1447.75,6.66,16.26,17.37
1455.25,5.97,15.08,18.73
1434.75,5.97,14.59,19.36
1402.75,5.97,15.7,18
1353.0,5.97,17.03,16.59
1323.75,-,16.83,16.79
1283.0,-,15.98,17.67
1276.25,-,16.03,17.62
1295.5,-,15.74,17.94
1336.75,-,15.55,18.16
1348.75,10.99,15.77,17.91
1405.5,5.99,16.28,17.36
1433.5,12.49,17.36,16.27
1459.0,12.49,12.01,23.52
1469.5,6.01,12.7,22.24
